Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,2013 sales,Days to Ship Actual,Days to Ship Scheduled,Discount,Número de registros,Profit,Profit per Customer,Profit per Order,Profit Ratio,Quantity,Row ID,Sales,Sales estimate,Sales Forecast,Sales per Customer,Units estimate
Office Supplies,Springfield,United States,BE-11455,Brad Eason,5/7/2015,US-2013-146857,65807,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Central,Home Office,5/9/2015,Second Class,Shipped Early,Missouri,Appliances,,2,3,0.00%,1,$15 ,$15.25 ,$15.25 ,28.00%,1,6633,$54 ,$0.1K,$82 ,$54.48 ,1
Furniture,Bakersfield,United States,GM-14500,Gene McClure,5/7/2015,CA-2013-137393,93309,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",West,Consumer,5/11/2015,Standard Class,Shipped Early,California,Furnishings,,4,6,0.00%,1,$14 ,$14.14 ,$14.14 ,34.00%,4,9676,$42 ,$0.1K,$62 ,$41.60 ,6
Furniture,Lorain,United States,BE-11455,Brad Eason,5/7/2015,CA-2013-118052,44052,FUR-FU-10004848,DAX Solid Wood Frames,East,Home Office,5/11/2015,Standard Class,Shipped Early,Ohio,Furnishings,,4,6,20.00%,1,$12 ,$11.63 ,$11.63 ,21.30%,7,2382,$55 ,$0.1K,$82 ,$54.71 ,10
Office Supplies,Chicago,United States,AF-10870,Art Ferguson,5/7/2015,CA-2013-139234,60610,OFF-BI-10000773,Insertable Tab Post Binder Dividers,Central,Consumer,5/11/2015,Standard Class,Shipped Early,Illinois,Binders,,4,6,80.00%,1,($5),($5.29),($5.29),-165.00%,2,3359,$3 ,$0.0K,$5 ,$3.21 ,3
Office Supplies,Lorain,United States,BE-11455,Brad Eason,5/7/2015,CA-2013-118052,44052,OFF-FA-10004248,Advantus T-Pin Paper Clips,East,Home Office,5/11/2015,Standard Class,Shipped Early,Ohio,Fasteners,,4,6,20.00%,1,$2 ,$1.71 ,$1.71 ,23.80%,2,2380,$7 ,$0.0K,$11 ,$7.22 ,3
Office Supplies,Lorain,United States,BE-11455,Brad Eason,5/7/2015,CA-2013-118052,44052,OFF-PA-10002581,Xerox 1951,East,Home Office,5/11/2015,Standard Class,Shipped Early,Ohio,Paper,,4,6,20.00%,1,$15 ,$15.49 ,$15.49 ,31.30%,2,2381,$50 ,$0.1K,$74 ,$49.57 ,3
Technology,Chicago,United States,AF-10870,Art Ferguson,5/7/2015,CA-2013-139234,60610,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Central,Consumer,5/11/2015,Standard Class,Shipped Early,Illinois,Accessories,,4,6,20.00%,1,($3),($3.27),($3.27),-12.50%,2,3360,$26 ,$0.0K,$39 ,$26.18 ,3
Furniture,New York City,United States,CJ-12010,Caroline Jumper,5/8/2015,CA-2013-128818,10009,FUR-CH-10002084,Hon Mobius Operator's Chair,East,Consumer,5/12/2015,Standard Class,Shipped Early,New York,Chairs,,4,6,10.00%,1,$59 ,$59.04 ,$59.04 ,13.30%,4,2182,$443 ,$0.7K,$663 ,$442.76 ,6
Furniture,New York City,United States,CJ-12010,Caroline Jumper,5/8/2015,CA-2013-128818,10009,FUR-FU-10001940,Staple-based wall hangings,East,Consumer,5/12/2015,Standard Class,Shipped Early,New York,Furnishings,,4,6,0.00%,1,$28 ,$28.02 ,$28.02 ,44.00%,8,2185,$64 ,$0.1K,$95 ,$63.68 ,12
Office Supplies,New York City,United States,CJ-12010,Caroline Jumper,5/8/2015,CA-2013-128818,10009,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",East,Consumer,5/12/2015,Standard Class,Shipped Early,New York,Binders,,4,6,20.00%,1,$31 ,$30.90 ,$30.90 ,36.30%,7,2180,$85 ,$0.1K,$128 ,$85.23 ,10
Office Supplies,New York City,United States,CJ-12010,Caroline Jumper,5/8/2015,CA-2013-128818,10009,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,East,Consumer,5/12/2015,Standard Class,Shipped Early,New York,Labels,,4,6,0.00%,1,$22 ,$22.20 ,$22.20 ,50.00%,3,2181,$44 ,$0.1K,$66 ,$44.40 ,4
Technology,New York City,United States,CJ-12010,Caroline Jumper,5/8/2015,CA-2013-128818,10009,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,East,Consumer,5/12/2015,Standard Class,Shipped Early,New York,Accessories,,4,6,0.00%,1,$22 ,$21.99 ,$21.99 ,11.00%,5,2184,$200 ,$0.3K,$299 ,$199.95 ,7
Technology,New York City,United States,CJ-12010,Caroline Jumper,5/8/2015,CA-2013-128818,10009,TEC-MA-10000488,Bady BDG101FRU Card Printer,East,Consumer,5/12/2015,Standard Class,Shipped Early,New York,Machines,,4,6,0.00%,1,"$1,160 ","$1,159.99 ","$1,159.99 ",29.00%,5,2183,"$4,000 ",$6.0K,"$5,990 ","$3,999.95 ",7
Office Supplies,Cleveland,United States,CL-12565,Clay Ludtke,5/9/2015,CA-2013-106530,44105,OFF-PA-10002986,Xerox 1898,East,Consumer,5/9/2015,Same Day,Shipped On Time,Ohio,Paper,,0,0,20.00%,1,$4 ,$3.74 ,$3.74 ,35.00%,2,1632,$11 ,$0.0K,$16 ,$10.69 ,3
Office Supplies,Cleveland,United States,CL-12565,Clay Ludtke,5/9/2015,CA-2013-106530,44105,OFF-PA-10004451,Xerox 222,East,Consumer,5/9/2015,Same Day,Shipped On Time,Ohio,Paper,,0,0,20.00%,1,$4 ,$3.63 ,$3.63 ,35.00%,2,1633,$10 ,$0.0K,$16 ,$10.37 ,3
Office Supplies,Cleveland,United States,CL-12565,Clay Ludtke,5/9/2015,CA-2013-106530,44105,OFF-ST-10000649,Hanging Personal Folder File,East,Consumer,5/9/2015,Same Day,Shipped On Time,Ohio,Storage,,0,0,20.00%,1,$2 ,$1.57 ,$1.57 ,6.30%,2,1634,$25 ,$0.0K,$38 ,$25.12 ,3
Office Supplies,Cleveland,United States,CL-12565,Clay Ludtke,5/9/2015,CA-2013-106530,44105,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,East,Consumer,5/9/2015,Same Day,Shipped On Time,Ohio,Storage,,0,0,20.00%,1,$88 ,$88.03 ,$88.03 ,8.80%,3,1631,"$1,006 ",$1.5K,"$1,507 ","$1,006.06 ",4
Technology,Cleveland,United States,CL-12565,Clay Ludtke,5/9/2015,CA-2013-106530,44105,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,East,Consumer,5/9/2015,Same Day,Shipped On Time,Ohio,Accessories,,0,0,20.00%,1,$7 ,$7.26 ,$7.26 ,12.50%,2,1635,$58 ,$0.1K,$87 ,$58.11 ,3
Office Supplies,Los Angeles,United States,TB-21625,Trudy Brown,5/9/2015,CA-2013-111696,90004,OFF-PA-10002751,Xerox 1920,West,Consumer,5/11/2015,First Class,Shipped Late,California,Paper,,2,1,0.00%,1,$8 ,$8.07 ,$8.07 ,45.00%,3,4815,$18 ,$0.0K,$27 ,$17.94 ,4
Furniture,Dover,United States,GB-14530,George Bell,5/9/2015,CA-2013-164672,19901,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",East,Corporate,5/14/2015,Second Class,Shipped Late,Delaware,Furnishings,,5,3,0.00%,1,$42 ,$42.39 ,$42.39 ,20.00%,2,1602,$212 ,$0.3K,$317 ,$211.96 ,3
Office Supplies,Salem,United States,TH-21100,Thea Hendricks,5/10/2015,CA-2013-159765,24153,OFF-AR-10003514,4009 Highlighters by Sanford,South,Consumer,5/13/2015,Second Class,Shipped On Time,Virginia,Art,,3,3,0.00%,1,$9 ,$9.19 ,$9.19 ,33.00%,7,8412,$28 ,$0.0K,$42 ,$27.86 ,10
Office Supplies,Austin,United States,CV-12805,Cynthia Voltz,5/10/2015,US-2013-144057,78745,OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,Central,Corporate,5/14/2015,Standard Class,Shipped Early,Texas,Appliances,,4,6,80.00%,1,($132),($131.72),($131.72),-270.00%,4,8917,$49 ,$0.1K,$73 ,$48.78 ,6
Office Supplies,Austin,United States,CV-12805,Cynthia Voltz,5/10/2015,US-2013-144057,78745,OFF-BI-10002353,GBC VeloBind Cover Sets,Central,Corporate,5/14/2015,Standard Class,Shipped Early,Texas,Binders,,4,6,80.00%,1,($28),($27.79),($27.79),-150.00%,6,8919,$19 ,$0.0K,$28 ,$18.53 ,9
Office Supplies,Austin,United States,CV-12805,Cynthia Voltz,5/10/2015,US-2013-144057,78745,OFF-BI-10002852,Ibico Standard Transparent Covers,Central,Corporate,5/14/2015,Standard Class,Shipped Early,Texas,Binders,,4,6,80.00%,1,($20),($20.44),($20.44),-155.00%,4,8916,$13 ,$0.0K,$20 ,$13.18 ,6
Office Supplies,Austin,United States,CV-12805,Cynthia Voltz,5/10/2015,US-2013-144057,78745,OFF-PA-10004327,Xerox 1911,Central,Corporate,5/14/2015,Standard Class,Shipped Early,Texas,Paper,,4,6,20.00%,1,$27 ,$26.82 ,$26.82 ,35.00%,2,8918,$77 ,$0.1K,$115 ,$76.64 ,3
Office Supplies,Austin,United States,CV-12805,Cynthia Voltz,5/10/2015,US-2013-144057,78745,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Central,Corporate,5/14/2015,Standard Class,Shipped Early,Texas,Storage,,4,6,20.00%,1,$107 ,$107.08 ,$107.08 ,12.50%,6,8915,$857 ,$1.3K,"$1,283 ",$856.66 ,9
Office Supplies,New York City,United States,PS-18970,Paul Stevenson,5/10/2015,CA-2013-161158,10024,OFF-AR-10000462,Sanford Pocket Accent Highlighters,East,Home Office,5/14/2015,Standard Class,Shipped Early,New York,Art,,4,6,0.00%,1,$3 ,$3.44 ,$3.44 ,43.00%,5,5583,$8 ,$0.0K,$12 ,$8.00 ,7
Technology,Houston,United States,MB-18085,Mick Brown,5/10/2015,CA-2013-112382,77036,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Central,Consumer,5/14/2015,Standard Class,Shipped Early,Texas,Phones,,4,6,20.00%,1,$2 ,$1.91 ,$1.91 ,10.00%,2,7833,$19 ,$0.0K,$29 ,$19.14 ,3
Office Supplies,Los Angeles,United States,RS-19420,Ricardo Sperren,5/10/2015,US-2013-159093,90036,OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",West,Corporate,5/15/2015,Standard Class,Shipped Early,California,Paper,,5,6,0.00%,1,$14 ,$14.42 ,$14.42 ,45.00%,4,6847,$32 ,$0.0K,$48 ,$32.04 ,6
Technology,Seattle,United States,SS-20590,Sonia Sunley,5/10/2015,CA-2013-169166,98115,TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,West,Consumer,5/15/2015,Standard Class,Shipped Early,Washington,Accessories,,5,6,0.00%,1,$13 ,$13.16 ,$13.16 ,14.00%,2,494,$94 ,$0.1K,$141 ,$93.98 ,3
Office Supplies,Philadelphia,United States,JW-16075,Julia West,5/10/2015,CA-2013-109176,19140,OFF-AR-10001955,Newell 319,East,Consumer,5/16/2015,Standard Class,Shipped On Time,Pennsylvania,Art,,6,6,20.00%,1,$10 ,$9.92 ,$9.92 ,12.50%,5,1558,$79 ,$0.1K,$119 ,$79.36 ,7
Office Supplies,Philadelphia,United States,JW-16075,Julia West,5/10/2015,CA-2013-109176,19140,OFF-EN-10003134,Staple envelope,East,Consumer,5/16/2015,Standard Class,Shipped On Time,Pennsylvania,Envelopes,,6,6,20.00%,1,$4 ,$3.50 ,$3.50 ,37.50%,1,1557,$9 ,$0.0K,$14 ,$9.34 ,1
Technology,Philadelphia,United States,CS-12400,Christopher Schild,5/11/2015,CA-2013-133816,19134,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,East,Home Office,5/14/2015,Second Class,Shipped On Time,Pennsylvania,Phones,,3,3,40.00%,1,($124),($124.00),($124.00),-16.70%,2,8249,$744 ,$1.1K,"$1,114 ",$743.99 ,3
Office Supplies,Chicago,United States,GM-14500,Gene McClure,5/11/2015,CA-2013-117625,60610,OFF-EN-10001535,Grip Seal Envelopes,Central,Consumer,5/16/2015,Standard Class,Shipped Early,Illinois,Envelopes,,5,6,20.00%,1,$2 ,$2.39 ,$2.39 ,33.80%,2,9379,$7 ,$0.0K,$11 ,$7.07 ,3
Office Supplies,Seattle,United States,RD-19720,Roger Demir,5/11/2015,CA-2013-161543,98105,OFF-PA-10003971,Xerox 1965,West,Consumer,5/17/2015,Standard Class,Shipped On Time,Washington,Paper,,6,6,0.00%,1,$6 ,$5.86 ,$5.86 ,49.00%,2,6573,$12 ,$0.0K,$18 ,$11.96 ,3
Office Supplies,Los Angeles,United States,TT-21070,Ted Trevino,5/12/2015,CA-2013-162733,90045,OFF-PA-10002751,Xerox 1920,West,Consumer,5/13/2015,First Class,Shipped On Time,California,Paper,,1,1,0.00%,1,$3 ,$2.69 ,$2.69 ,45.00%,1,161,$6 ,$0.0K,$9 ,$5.98 ,1
Office Supplies,Mission Viejo,United States,VM-21835,Vivian Mathis,5/13/2015,US-2013-123610,92691,OFF-AP-10002222,Staple holder,West,Consumer,5/17/2015,Standard Class,Shipped Early,California,Appliances,,4,6,0.00%,1,$2 ,$2.34 ,$2.34 ,27.00%,1,9497,$9 ,$0.0K,$13 ,$8.67 ,1
Office Supplies,Virginia Beach,United States,VG-21805,Vivek Grady,5/13/2015,CA-2013-109911,23464,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,South,Corporate,5/17/2015,Standard Class,Shipped Early,Virginia,Art,,4,6,0.00%,1,$3 ,$2.96 ,$2.96 ,27.00%,4,1590,$11 ,$0.0K,$16 ,$10.96 ,6
Technology,Mission Viejo,United States,VM-21835,Vivian Mathis,5/13/2015,US-2013-123610,92691,TEC-AC-10004518,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,West,Consumer,5/17/2015,Standard Class,Shipped Early,California,Accessories,,4,6,0.00%,1,$47 ,$46.80 ,$46.80 ,39.00%,6,9496,$120 ,$0.2K,$180 ,$120.00 ,9
Furniture,New York City,United States,HM-14860,Harry Marie,5/13/2015,CA-2013-100510,10024,FUR-FU-10000320,OIC Stacking Trays,East,Corporate,5/18/2015,Standard Class,Shipped Early,New York,Furnishings,,5,6,0.00%,1,$4 ,$4.41 ,$4.41 ,44.00%,3,9272,$10 ,$0.0K,$15 ,$10.02 ,4
Office Supplies,Seattle,United States,JM-15580,Jill Matthias,5/13/2015,CA-2013-167416,98105,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",West,Consumer,5/18/2015,Standard Class,Shipped Early,Washington,Envelopes,,5,6,0.00%,1,$27 ,$26.90 ,$26.90 ,49.00%,5,7077,$55 ,$0.1K,$82 ,$54.90 ,7
Office Supplies,Philadelphia,United States,FM-14215,Filia McAdams,5/13/2015,US-2013-101196,19140,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",East,Corporate,5/18/2015,Standard Class,Shipped Early,Pennsylvania,Storage,,5,6,20.00%,1,($20),($19.56),($19.56),-23.80%,2,3772,$82 ,$0.1K,$123 ,$82.37 ,3
Technology,New York City,United States,HM-14860,Harry Marie,5/13/2015,CA-2013-100510,10024,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,East,Corporate,5/18/2015,Standard Class,Shipped Early,New York,Phones,,5,6,0.00%,1,$303 ,$303.34 ,$303.34 ,48.00%,4,9273,$632 ,$0.9K,$946 ,$631.96 ,6
Furniture,Cincinnati,United States,LH-17155,Logan Haushalter,5/15/2015,CA-2013-141019,45231,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",East,Consumer,5/15/2015,Same Day,Shipped On Time,Ohio,Furnishings,,0,0,20.00%,1,$30 ,$29.77 ,$29.77 ,37.50%,1,2161,$79 ,$0.1K,$119 ,$79.38 ,1
Technology,Yuma,United States,TH-21235,Tiffany House,5/15/2015,CA-2013-108224,85364,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,West,Corporate,5/15/2015,Same Day,Shipped On Time,Arizona,Accessories,,0,0,20.00%,1,$49 ,$48.70 ,$48.70 ,26.30%,7,7280,$186 ,$0.3K,$278 ,$185.53 ,10
Furniture,Jacksonville,United States,MK-17905,Michael Kennedy,5/15/2015,US-2013-148901,32216,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",South,Corporate,5/20/2015,Standard Class,Shipped Early,Florida,Furnishings,,5,6,20.00%,1,$8 ,$8.30 ,$8.30 ,27.50%,3,4799,$30 ,$0.0K,$45 ,$30.19 ,4
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,5/15/2015,US-2013-148901,32216,OFF-AR-10002467,Dixon Ticonderoga Pencils,South,Corporate,5/20/2015,Standard Class,Shipped Early,Florida,Art,,5,6,20.00%,1,$0 ,$0.42 ,$0.42 ,8.80%,2,4801,$5 ,$0.0K,$7 ,$4.77 ,3
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,5/15/2015,US-2013-148901,32216,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,South,Corporate,5/20/2015,Standard Class,Shipped Early,Florida,Binders,,5,6,70.00%,1,($10),($9.82),($9.82),-73.30%,8,4803,$13 ,$0.0K,$20 ,$13.39 ,12
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,5/15/2015,US-2013-148901,32216,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,South,Corporate,5/20/2015,Standard Class,Shipped Early,Florida,Binders,,5,6,70.00%,1,($44),($44.15),($44.15),-76.70%,3,4797,$58 ,$0.1K,$86 ,$57.58 ,4
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,5/15/2015,US-2013-148901,32216,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,South,Corporate,5/20/2015,Standard Class,Shipped Early,Florida,Binders,,5,6,70.00%,1,($8),($7.61),($7.61),-73.30%,2,4802,$10 ,$0.0K,$16 ,$10.38 ,3
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,5/15/2015,US-2013-148901,32216,OFF-PA-10004983,Xerox 23,South,Corporate,5/20/2015,Standard Class,Shipped Early,Florida,Paper,,5,6,20.00%,1,$11 ,$10.89 ,$10.89 ,35.00%,6,4798,$31 ,$0.0K,$47 ,$31.10 ,9
Technology,Jacksonville,United States,MK-17905,Michael Kennedy,5/15/2015,US-2013-148901,32216,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",South,Corporate,5/20/2015,Standard Class,Shipped Early,Florida,Phones,,5,6,20.00%,1,$4 ,$4.36 ,$4.36 ,10.00%,5,4800,$44 ,$0.1K,$65 ,$43.60 ,7
Office Supplies,Springfield,United States,MN-17935,Michael Nguyen,5/16/2015,CA-2013-165673,45503,OFF-PA-10000697,"TOPS Voice Message Log Book, Flash Format",East,Consumer,5/20/2015,Second Class,Shipped Late,Ohio,Paper,,4,3,20.00%,1,$6 ,$5.52 ,$5.52 ,36.30%,4,7734,$15 ,$0.0K,$23 ,$15.23 ,6
Office Supplies,Fort Lauderdale,United States,DP-13000,Darren Powers,5/16/2015,CA-2013-141180,33311,OFF-BI-10000301,GBC Instant Report Kit,South,Consumer,5/20/2015,Second Class,Shipped Late,Florida,Binders,,4,3,70.00%,1,($5),($5.18),($5.18),-66.70%,4,4965,$8 ,$0.0K,$12 ,$7.76 ,6
Office Supplies,Jackson,United States,SN-20710,Steve Nguyen,5/16/2015,US-2013-146570,39212,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,South,Home Office,5/21/2015,Standard Class,Shipped Early,Mississippi,Art,,5,6,0.00%,1,$26 ,$25.75 ,$25.75 ,28.00%,4,2097,$92 ,$0.1K,$138 ,$91.96 ,6
Office Supplies,Jackson,United States,SN-20710,Steve Nguyen,5/16/2015,US-2013-146570,39212,OFF-AR-10003856,Newell 344,South,Home Office,5/21/2015,Standard Class,Shipped Early,Mississippi,Art,,5,6,0.00%,1,$2 ,$2.17 ,$2.17 ,26.00%,3,2098,$8 ,$0.0K,$12 ,$8.34 ,4
Office Supplies,Jackson,United States,SN-20710,Steve Nguyen,5/16/2015,US-2013-146570,39212,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,South,Home Office,5/21/2015,Standard Class,Shipped Early,Mississippi,Binders,,5,6,0.00%,1,$241 ,$240.56 ,$240.56 ,47.00%,8,2096,$512 ,$0.8K,$767 ,$511.84 ,12
Office Supplies,New York City,United States,TT-21220,Thomas Thornton,5/16/2015,CA-2013-152408,10035,OFF-BI-10002393,Binder Posts,East,Consumer,5/22/2015,Standard Class,Shipped On Time,New York,Binders,,6,6,20.00%,1,$4 ,$4.48 ,$4.48 ,32.50%,3,4830,$14 ,$0.0K,$21 ,$13.78 ,4
Furniture,Los Angeles,United States,SC-20095,Sanjit Chand,5/17/2015,CA-2013-130638,90045,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",West,Consumer,5/20/2015,Second Class,Shipped On Time,California,Furnishings,,3,3,0.00%,1,$20 ,$19.80 ,$19.80 ,7.00%,4,9610,$283 ,$0.4K,$424 ,$282.84 ,6
Office Supplies,Los Angeles,United States,SC-20095,Sanjit Chand,5/17/2015,CA-2013-130638,90045,OFF-LA-10002195,Avery 481,West,Consumer,5/20/2015,Second Class,Shipped On Time,California,Labels,,3,3,0.00%,1,$13 ,$13.31 ,$13.31 ,48.00%,9,9611,$28 ,$0.0K,$42 ,$27.72 ,13
Office Supplies,Los Angeles,United States,DO-13435,Denny Ordway,5/17/2015,CA-2013-133144,90036,OFF-PA-10004971,Xerox 196,West,Consumer,5/22/2015,Second Class,Shipped Late,California,Paper,,5,3,0.00%,1,$8 ,$8.50 ,$8.50 ,49.00%,3,3945,$17 ,$0.0K,$26 ,$17.34 ,4
Office Supplies,Middletown,United States,JR-15670,Jim Radford,5/17/2015,CA-2013-122133,6457,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",East,Consumer,5/24/2015,Standard Class,Shipped Late,Connecticut,Storage,,7,6,0.00%,1,$0 ,$0.00 ,$0.00 ,0.00%,4,1336,$553 ,$0.8K,$828 ,$552.56 ,6
Furniture,Waterbury,United States,AG-10900,Arthur Gainer,5/18/2015,CA-2013-158435,6708,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,East,Consumer,5/19/2015,First Class,Shipped On Time,Connecticut,Furnishings,,1,1,0.00%,1,$17 ,$17.32 ,$17.32 ,10.00%,4,4707,$173 ,$0.3K,$259 ,$173.24 ,6
Office Supplies,Waterbury,United States,AG-10900,Arthur Gainer,5/18/2015,CA-2013-158435,6708,OFF-LA-10002475,Avery 519,East,Consumer,5/19/2015,First Class,Shipped On Time,Connecticut,Labels,,1,1,0.00%,1,$7 ,$6.87 ,$6.87 ,47.00%,2,4706,$15 ,$0.0K,$22 ,$14.62 ,3
Office Supplies,Waterbury,United States,AG-10900,Arthur Gainer,5/18/2015,CA-2013-158435,6708,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,East,Consumer,5/19/2015,First Class,Shipped On Time,Connecticut,Supplies,,1,1,0.00%,1,$19 ,$18.90 ,$18.90 ,29.00%,7,4705,$65 ,$0.1K,$98 ,$65.17 ,10
Furniture,Chicago,United States,LW-17215,Luke Weiss,5/18/2015,US-2013-117037,60653,FUR-FU-10004973,Flat Face Poster Frame,Central,Consumer,5/21/2015,First Class,Shipped Late,Illinois,Furnishings,,3,1,60.00%,1,($10),($10.17),($10.17),-45.00%,3,7789,$23 ,$0.0K,$34 ,$22.61 ,4
Office Supplies,Chicago,United States,LW-17215,Luke Weiss,5/18/2015,US-2013-117037,60653,OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Central,Consumer,5/21/2015,First Class,Shipped Late,Illinois,Binders,,3,1,80.00%,1,($5),($4.77),($4.77),-165.00%,1,7787,$3 ,$0.0K,$4 ,$2.89 ,1
Office Supplies,Chicago,United States,LW-17215,Luke Weiss,5/18/2015,US-2013-117037,60653,OFF-FA-10000936,Acco Hot Clips Clips to Go,Central,Consumer,5/21/2015,First Class,Shipped Late,Illinois,Fasteners,,3,1,20.00%,1,$2 ,$2.47 ,$2.47 ,31.30%,3,7788,$8 ,$0.0K,$12 ,$7.90 ,4
Office Supplies,Chicago,United States,LW-17215,Luke Weiss,5/18/2015,US-2013-117037,60653,OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Central,Consumer,5/21/2015,First Class,Shipped Late,Illinois,Paper,,3,1,20.00%,1,$10 ,$9.54 ,$9.54 ,31.30%,8,7790,$31 ,$0.0K,$46 ,$30.53 ,12
Office Supplies,Apopka,United States,RP-19855,Roy Phan,5/18/2015,US-2013-150567,32712,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",South,Corporate,5/22/2015,Standard Class,Shipped Early,Florida,Binders,,4,6,70.00%,1,($22),($21.61),($21.61),-80.00%,6,1908,$27 ,$0.0K,$40 ,$27.02 ,9
Office Supplies,Apopka,United States,RP-19855,Roy Phan,5/18/2015,US-2013-150567,32712,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,South,Corporate,5/22/2015,Standard Class,Shipped Early,Florida,Binders,,4,6,70.00%,1,($2),($2.16),($2.16),-73.30%,2,1907,$3 ,$0.0K,$4 ,$2.95 ,3
Office Supplies,San Francisco,United States,EB-13930,Eric Barreto,5/19/2015,CA-2013-122728,94110,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),West,Consumer,5/25/2015,Standard Class,Shipped On Time,California,Paper,,6,6,0.00%,1,$9 ,$8.79 ,$8.79 ,49.00%,3,1678,$18 ,$0.0K,$27 ,$17.94 ,4
Office Supplies,San Francisco,United States,EB-13930,Eric Barreto,5/19/2015,CA-2013-122728,94110,OFF-ST-10000604,Home/Office Personal File Carts,West,Consumer,5/25/2015,Standard Class,Shipped On Time,California,Storage,,6,6,0.00%,1,$26 ,$26.07 ,$26.07 ,25.00%,3,1677,$104 ,$0.2K,$156 ,$104.28 ,4
Office Supplies,Lafayette,United States,RP-19855,Roy Phan,5/20/2015,US-2013-152835,47905,OFF-AR-10003056,Newell 341,Central,Corporate,5/24/2015,Standard Class,Shipped Early,Indiana,Art,,4,6,0.00%,1,$6 ,$6.21 ,$6.21 ,29.00%,5,3531,$21 ,$0.0K,$32 ,$21.40 ,7
Office Supplies,Los Angeles,United States,AH-10690,Anna Häberlin,5/20/2015,CA-2013-138282,90008,OFF-AP-10001366,Staple holder,West,Corporate,5/24/2015,Standard Class,Shipped Early,California,Appliances,,4,6,0.00%,1,$24 ,$23.72 ,$23.72 ,27.00%,8,7467,$88 ,$0.1K,$132 ,$87.84 ,12
Furniture,New York City,United States,BN-11515,Bradley Nguyen,5/20/2015,CA-2013-169943,10011,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",East,Consumer,5/25/2015,Standard Class,Shipped Early,New York,Furnishings,,5,6,0.00%,1,$12 ,$12.33 ,$12.33 ,31.00%,8,1720,$40 ,$0.1K,$60 ,$39.76 ,12
